text	label
Krnse meint anch offenbar nicht diese subjektive Erfahrung . Wenn aber der Dichter auf weitere Kreise wirken will , muß er doch auch die Gesinnung , die Erfahrung dieser weitern Kreise in seiner Darstellung berücksichtigen , wie z. B. der dramatische Dichter gezwungen ist , mit ganz andern Motiven zu arbeiten , als der sensitive Novellist , weil das Volk , das im Theater zuhört , ganz anders fühlt als die Dame , die das im Goldschnitt gebundene Buch in ihrem Erkerfensterchen liest . Der Erzähler muß sein Publikum , also auch dessen Erfahrung kennen ; seine Wirkung hängt von dieser Kenntnis ab ; sie wird umso größer sein , je mehr sich die subjektive Erfahrung des Erzählers deckt mit der des Durchschnittes seiner Nation zu seiner Zeit . Denn in der Kunst ist zu verschiednen Zeiten verschiednes glaubhaft . Es ist ein Irrtum , wenn Kruse glaubt , daß er oder die Kunst überhaupt die Natur nur so abschreibe .	b
Reifferscheid immungsvoll . < > Barmer Geschichten von Clara Hohrath . * ) Die Erzählungen von Clara Hohrath , mögen sie sich im flämischen Arbeiterviertel des alten Brüssel , auf einer normannischen Insel oder im Wuppertal abspielen , zeigen eine vollkommne Beherrschung der gesamten Umwelt bis in die kleinsten Einzelheiten . Man freut sich über die scharfe Beobachtungsgabe der Erzählerin , die alles Wesentliche sofort herausfindet und das Wahrgenommne mit dichterischer Gestaltungskraft zu verwerten weiß . Bei tieferen Eindringen bemerkt man die persönliche Färbung all ihrer Erzählungen und erkennt deutlich , daß sie eigne Erlebnisse und Empfindungen in reicher Fülle enthalten , sodaß man sich aus ihnen eine klare Vorstellung von der Schriftstellerin , ihrem Wesen und ihrem Empfinden bilden kann . Ihre Eigenart entspricht dem Charakter ihrer Heimat an der Grenze der leichtlebigen Rheinfranken und der ernsten Sachsen .	b
Eine ausführliche Einleitung , vier Musikbeilagen , fünf Bilder und ein Bündel Schlußanmerkungen vervollständigen das Werk , das sich „ zunächst an solche wendet , die Hoffmann noch gar nicht , oder was fast dasselbe bedeutet , nur als Novellisten kennen . ' Denn — so heißt es in einer dem Buche beigegebnen , aus der „ Zukunft ' abgedruckten Selbstanzeige — „ seine ganze übrige Produktion sinkt diesen Gruppen gegenüber zur Unterhaltungsliteratur herab . Namentlich die ersten Berliner Jahre , in denen der größte Teil der in den Serapionsbrüdern vereinigten Erzählungen entstand , fasse ich als eine Zeit der Dürre auf , die nur dadurch fruchtbar für Hoffmann wurde , daß er in ihr sich technisch als Erzähler vollendete . ' Dieser Berliner Dürre gegenüber stellt Literatur Hans von Müller den Hoffmann der Kreislerbiographie so hoch , daß er ihn , wie es in der Einleitung heißt , „ nur mit Einem vergleichen kann , dem er sonst wahrlich nicht ähnlich sieht , mit einem jüngst Gestorbnen , dessen Namen ich nicht nennen mag , weil alle Gassen davon widerhallen . Wie dieser Tapferste , kann er einem zum Trost werden , zum Vorbild , wenn man selbst schwer zu leiden hat und gewillt ist , sich von keinem dreinreden zu lassen .	b
Es läßt sich freilich darüber streiten , ob es geschmackvoll sei , eine so genau uach dem Leben gezeichnete Gestalt ^ es werden sogar Leutholds Verse wörtlich zitirt und immer als die Frießhardts ausgegeben — in einen Roman aufzunehmen , wo ihr sonst keinerlei historisches Element zugesellt erscheint ; auch dies war der Geschmack von vor fünfzig Jahren . Literatur . Indes die wenigen Bogen , welche Frießhardt-Leuthold in seinem ganzen moralischen Jammer schildern , sind die einzig wertvollen der beiden Romanbände , und sie allein geben Hoffnung , daß der junge Erzähler fein schönes Talent wieder auf den rechten Weg zu führen imstande sein werde . Und der rechte Weg liegt für ihn dort , wo ihn der Erfolg seiner Lcutholdschilderung weist : in der Wiedergabe des objektiv durch jahrelangen Verkehr genau Erfaßten , denn ein schöpferischer Mensch , der aus seinem Inneren heraus Gestalten schaffen kann , ist Ganghofer bisher noch nicht . Sobald er philosophirt , sein Können überschätzt , wird er langweilig .	b
Die Sprache des Jakob Böhme und seiner Zeitgenossen , die geheimnisvolle Mystik jener gedankenschwerer Ringer um des Lebens Licht und Brot , machen die Selbstbiographie Meister Pausewangs zu keiner leichten Lektüre . Wer sich aber in den Roman eingelesen hat , liest ihn mit verhaltenem Atem bis zu Ende , um dann wieder von vorn zu beginnen . Kolbenheyer bildet ein neues Glied in der Kette großer Erzähler seit Grimmelshausen , deren letztes Wilhelm Raabe gewesen ist . Wir dürfen auf seine kommenden Leistungen gespannt sein . Kolbenheyer verbringt einen Teil des Jahres in Wien , dort , wo auch andere deutschböhmische Dichter eine Helmstädt gefunden haben .	b
Nur keine Tragik ! ist ihre Losung , mir keine Manneskost , nur nichts , was die Gemüter kräftig ergreifen kann . Unsre Abonnentinneu wollen sich unterhalten , aber nicht erschüttern lassen . Diese Gesinnung ist als Rückschlag gegen die Roheiten der Naturalisten wohl zu erklären , aber nicht zu loben , weil sie die Erzähler zur charakterlosen Kunst drängt , zur sentimentalen Schonung philisterhafter Ruhe , weibischer Nervenschwäche . In Frankreich vertritt Georges Ohnet zuweilen diesen Fmnilienblattstandpuukt ; er will aber , wie es scheint , auch bei uns Schule machen . Schmidt hat seine Erzählung vermutlich ernster führen wollen , als sie jetzt sich darstellt ; an einzelnen Stellen merkt man geradezu das Abschwenken von dein tragischen Wege .	b
Plattdeutsch und Hochdeutsch Seit wir eine Nation geworden sind , regt sich viel ernster das Bestreben , unsre eigentümliche Art in den Besonderheiten der Landschaften und Stämme zu erkennen , festzuhalten und womöglich weiter auszubauen . Dazu gehören auch die Dialekte . Nach Klaus Groth sind noch viele plattdeutsche Erzähler und Dichter und zwar nicht bloß in Niedersachsen aufgetreten . Was ich von diesen Sachen kenne , scheint mir nicht der Art zu sein , daß es über den engsten Bereich hinaus Teilnahme finden und in der Litteratur Dauer haben könnte ; es hat nur den Wert einer Kuriosität . Daß sich nach dem Muster der landsmannschaftlichen Verbände in unsern größer » Städten , der Rheinländer , Lausitzer , Vogtlünder oder Hessen , auch zahlreiche plattdeutsche Vereine gebildet haben , die ihre „ Modersprak' Pflegen und gelegentlich in Versen feiern , ist ja schön und für die Mitglieder auch gewiß meistens sehr angenehm , aber von da bis zu einer plattdeutschen Litteratur , die diesen Namen verdient , ist doch noch recht weit .	b
Und man darf begierig sein , ob es ihr gelingt , in den noch verheißnen zwei Bänden den Reiz und die Farbenpracht dieses ersten festzuhalten . Aus dem reichen , weichen Süden in den kargen , harten Norden , von Ricarda Huch zu Jakob Knudsen . Dieser dänische Erzähler ist bisher in Deutschland nicht bekannt geworden , und es ist verdienstlich , daß uns sein Hauptwerk , der Roman „ Anders Hjarmsted' , in einer von Hermann Kiy besorgten Übersetzung nun vorgestellt wird ( Leipzig , Johannes von Schalscha Ehrenfeld ) . Diesem Bauern Anders Hjarmsted sitzt der ererbte Starrsinn des unbeugsamen Rechtsuchers im Blute . Ohne Not , nnr dem Recht zuliebe , fängt er Streit mit seinem mächtigen Nachbarn an , dessen Tochter er obendrein liebt .	b
Der Staatsanwalt K. bevorzugt die Halbtotale (ein Ereignis aus gebührender Distanz betrachtet – nicht zu nah, nicht zu fern); der Verteidiger K. wählt, um den Fall aus der Sicht des Beschuldigten zu analysieren (was er dachte, fühlte und hoffte), am liebsten die Großaufnahme; der Richter schließlich bedient sich des Wechselbezugs von Naheinstellung und Totale: Zuerst in die Rolle des Angeklagten geschlüpft, ihm Herz und Schädel geöffnet, und dann vom Himmel der Gerechtigkeit herab, in langsamer Annäherung an die Realität, das Urteil gesprochen. Kluge, der Filmemacher, Jurist und Erzähler: Was solche Dreieinigkeit für die literarische Praxis bedeutet, zeigt exemplarisch – ein grandioses Traktat – der Bericht über den Untergang von Halberstadt am 8. April 1945.	b
So entstand durch das Zusammenwirken eines geschickten Übersetzers und eines kunstsinnigen Verlegers ein Werk , das sich den bereits im gleichen Verlag erschienenen Neubearbeitungen anderer alten Litoraturwerke würdig anreiht , und dem man die weiteste Verbreitung wünschen möchte . in . Dangelmayr i Zwei Veröffentlichungen in der vom Insel Verlag , Leipzig , veranstalteten „ Bibliothek der Romane' ( Preis eleg . geb. je 3 M. ) verdienen kurze Hervorhebung : die Übersetzung des „ Papageienvuches' ( Tuti Rauch ) aus der türkischen Fassung , und Thackerays Roman „ Henry Esmond' , des britischen Realisten und Humoristen kulturhistorische Darstellung der Königin Anna-Zeit . Was auch den deutschen Leser bei der Geschichte Henry Esmonds fesselt , ist die Unabhängigkeit des Urteils , das der Erzähler mit seiner genauen Kenntnis verband , und wir werden uns vermutlich noch gedulden müssen , bis hierzulande jemand aufsteht , der schon entlegenere Abschnitte unserer Vergangenheit schärfer zu durchdringen und dann wieder zu komponieren unternimmt . — Georg Roseus Verdeutschung des Tuti-Rauch , einer Novellenfolge in Rahmenfassung nach Art von 1001 Nacht , erschien 1358 und ist der weitaus ansprechendste Versuch geblieben , dieses orientalische Werk unserem Geschmack zu erschließen . Farbig und meist genügend Pointiert , liefern diese Bilder aus dem Leben und Fühlen südöstlicher Nationen mancherlei interessante Streiflichter .	b
