text	label
"Nun wäre es verlockend, das ganze Buch nachzuerzählen, weil sich die abenteuerlichen Ereignisse überstürzen. Aber Volker Arzt ist nicht nur ein begabter Erzähler, sondern auch ein pädagogisches Talent, das zu erklären weiß, warum ""nicht alles, was ins Blickfeld gerät, ... deshalb schon sichtbar"" werde. Auf einmal ""sind 150 Millionen Jahre ins Land gegangen"", sodass wir in der Devon-Zeit eine ""Landmassenkarambolage"", eine grüne Revolution erleben und bemerken, dass sich überraschend ""der berühmte, Ozonschild'"" über uns bildet."	b
Zum hundertsten Geburtstag R. L. Stevenson! am 13. November erscheint in England eine Biographie des großen Erzählers, die Graham Greene geschrieben hat. Wilhelm Grabbert, der Geschäftsführerder Hamburger Buchdruckerei und Verlagsanstalt Auerdruck GmbH., starb an einem Herzschlag. Er hatte sich besonders verdient gemacht um den Zusammenschluß der Lizenzpresse zum Gesamtverband der Deutschen Zeitungsverleger und um den Neuaufbau des deutschen Nachrichtenwesens.	b
"Rätsel also? Nein, nicht eigentlich Rätsel. Es sind kuriose, oft hintersinnige, durchweg berückend poetische Geschichten, darin der Erzähler fabuliert und dabei, das ist nicht unwichtig, wie nebenbei zu lauter kleinen philosophischen Turnübungen einlädt. Denn es sind Geschichten, in denen mehr als in den Märchen möglich ist, zum Beispiel das Bedauern, ""daß man nicht sein kann, wo nichts ist"", oder die Beobachtung, dass in den ""gelbsten"" Äpfeln ""Apfelleute"" hausen, die, sobald man hineinbeißt, seltsam schmecken; was Wunder auch, denn sie tragen Jeans und Pullover, und einer hat sogar Ohren und versteht ein wenig Deutsch und weiß außerdem, dass es seinesgleichen gar nicht geben könne, weshalb sie eben so lebten, als gäbe es sie nicht. Es ist obendrein ein ungewöhnlich schönes Buch, das man sich unter die ""50 schönsten Bücher des Jahres 2000"" wünscht: distinguiert der Einband, elegant die Antiquaschrift, wohltuend ruhig der Satzspiegel, angenehm das gelbliche Papier, reizend die elementaren, klar konturierten blau-grau-schwarzen Zeichnungen - die dritte Zusammenarbeit von Jürg Schubiger und der Buchkünstlerin Rotraut Susanne Berner."	c
Als nämlich eine Möchtegern-Bestsellerautor im Werk eines verehrten Vorbilds auf die Figur einer gewissen Sabine Huber stößt, verliebt er sich in sie und setzt alles daran, sie ausfindig zu machen. Ein Autor, verheddert in den Netzen von Einbildungskraft und Wirklichkeit, ist der Erzähler in Juan José Milläs Roman „Dein verwirrender Name“(Suhrkamp, NF 623, 14,– DM): Die Geister, die der Autor in seinen Fiktionen ruft, wird der nicht mehr los, sie drängen in sein Leben und werden ihm zum Verhängnis.	d
Sie gerät in die Fänge einer Frau namens Rosa, Tochter eines Parteibonzen und dabei von einem seltsamen Mitteilungsdrang beseelt. Der Erzähler wird Hausmeister in einem wohlhabenden Haushalt irgendwo am Rande einer ostdeutschen Großstadt. Der Vater macht seit der Wende in Immobilien, die Tochter spekuliert an der Börse.	d
Für ein paar Streifzüge tut sich der Erzähler mit Wischinski zusammen, der, wie seine Vorgänger im Werk von Genazino, offensichtlich eine bedächtige ästhetische Existenz in Frankfurt am Main führt. Sie schließen einen seltsamen Handel ab. Wischinski geht für den Erzähler eine neue Hose kaufen, was dieser nicht über sich bringt. Dafür bringt der Erzähler ein wenig Licht in Wischinskis Papierchaos. Ansonsten zockeln sie durch die Frankfurter Innenstadt wie Pat und Patachon.	d
Zwar sind es nur Skizzen , in denen uns der Verfasser ( nach dem Vorwort der jetzt in Holland viel gefeierte Pastor van Coetsfeld ) hier sein Leben , seine Bekanntschaften und Erfahrungen und sein Wirken in einem holländischen Marschdorfe zeichnet , aber es sind Zeugnisse einer sehr bedeutenden realistischen Kraft , bei der sich ein tiefer Blick in die letzten Beweggründe menschlichen Empfindens und Handelns mit einer höchst liebenswürdigen humoristischen Auffassung der Personen und Verhältnisse verbindet . Mit Recht sagt der Uebersetzer von der Begabung des Verfassers zum Schildern und Erzählen : „ Seine Feder gleicht dem Pinsel eines Meisters aus der niederländischen Malerschule , der ein Stück Stillleben mit größter Treue und frischester Lebendigkeit bis ins Kleinste darzustellen weiß . ' Mit besondrer Liebe sind behagliche Zustände und Charaktere behandelt , und was nicht behaglich ist , wird es durch die humoristische Auffassung , durch die der Erzähler sich mit ihm abfindet . Die Schilderungen der Dorfaristokratie , des braven Schulmeisters , des Rentiers Duifhuis , des guten alten Dorschirurgus und seines modernen Nachfolgers , die Porträts der benachbarten Amtsbruder u , a. sind großentheils wahre kleine Cabinetsstücke . Häufig uur mit wenigen Strichen gezeichnet , treten sie uns , Männlein wie Weiblein , als lebendige Menschen aus den Capiteln des Buchs vor die Augen .	b
"Die Sprache verselbständigt sich, bedient sich Bilder und Muster der klassischen Rhetorik, der Bibel, des Antifaschismus und stellt sie - als Chiffren - in einen sexuellen Kontext. Doch ist dem Erzähler die Absurdität und die Unmöglichkeit seines Unterfangens wenigstens im Unterbewußtsein deutlich, und so bricht er die sprachliche Wucht immer wieder in Banalitäten, in Lächerlichkeit, in Ironie, die darin gipfelt, daß er den stummen, abgebildeten Knaben in seinen Obsessionen verführen will. ""So wie du da stehst"" - der Satz, der sich wie ein roter Faden durch das Buch zieht, drückt lüsterne Beobachtung, ungläubige Frage, harsches Urteil aus, aber auch das ohnmächtige Eingeständnis, den Knaben mit Sprache eigentlich nicht mehr erreichen zu können."	b
Dagegen fehlen zwei Dichter , die wir zu den besten rechnen müssen , die seit einem Jahrzehnt ans dein deutschen Parnaß neu erschienen sind . Aber dafür haben sie sich mit selbständigen Gaben eingestellt . Der eine von ihnen , Hans Hoffmann , hat sich als Erzähler schon vor der Sammlung seiner lyrischen Gedichte Ruf und Geltung erworben , den andern , Karl Busse , begrüßen wir überhaupt zum erstenmal , womit nicht gesagt sein soll , daß er sich nicht längst versucht und bewährt haben könnte . Denn es bleibt der Fluch der Überproduktion , der leidigen Buchmachern nud Versklempnerei der Gegenwart , daß anch die wenigen , denen es Ernst und innerstes Bedürfnis ist , das Wertvolle und Bielverheißende der poetischen Litteratur der Gegenwart kennen zu lernen , gelegentlich Gutes übersehen können . Hans Hoffmanns lhrische Sammlung führt den Titel Vom Lebenswege ( Leipzig , A. G. Liebeskind ) , und das Pindarifche Motto „ Werde , der du bist &quot; und ist ein so lebendiges , echtes Stück guter Poesie , als nur je eins auf den Büchermarkt gebracht worden ist .	b
Der rührige Verlag von G. H. Meyer in Leipzig hat sie unter verschiednen Sammeltiteln in fünf hübsch gebundnen Bänden neu herausgegeben : Allerlei Geschichten aus Tirol , Jochrauten , Letzte Alpenrosen , Kreuz und Quer . Die Vergleichung des Prosaikers Pichler mit Konrad Ferdinand Meyer und Gottfried Keller , der man in den litterarischen Besprechungen begegnet , ist unzutreffend . Meyer ist ein Kunstschriftsteller im wirklichsten Sinne des Worts , ein Renaissancemensch voll lateinischer Bildung , Pichler ist ein natürlicher Erzähler und Bericht Bücher und Bilder aus Ästerreich erstatter . Gottfried Keller ist ein viel stärkerer Subjektivist und bei allem Realismus immer in erster Linie Dichter ; bei Pichler tritt das Erlebte und Beobachtete breiter hervor , und darüber legt sich die Erfindung des Dichters als Reflexion oder schilderndes Beiwerk , An Kenntnis nicht nur von Land und Leuten in ihren Äußerlichkeiten , sondern namentlich auch von den nationalen , geistigen und moralischen Zusammenhängen des heutigen österreichischen Lebens ist er mit seiner langen Erfahrung wohl allen seinen schriftstellernden Landsleuten überlegen . Er ist ans dem Volke hervorgegangen , aber sein Blick geht über den Bereich der landschaftlich begrenzten Dorfund Vauerngeschichten hinaus , und daß ihm sein wissenschaftlicher Beruf ein ernstes und wichtiges Tagewerk auflegte , unterscheidet ihn von den bloßen Journalisten .	b
