text	label
Die Reihe wäre noch viel vollzähliger zu machen ; indeß wir möchten über das nicht hinausgehen , was uns zu Gesicht gekommen . Hie und da ist wie gesagt ein Aufblitzen der alten Kraft und eine Rückkehr zum Genuß künstlerischen Ausgestaltens und Volleudens erkennbar , im allgemeinen aber geht in der Hast des Prodnzirens der warme lebendige Vortrag nach und nach verloren , der Stil verwildert durch Abstraktionen und glatt prosaische Berichte , die zwischen die wirklich ausgeführte , : Momente der Erzählungen eingeschoben werden . Und weil dem Erzähler noch stets die alten Landschaften , Gestalten und Lebenssituationen vorschweben , weil sie sich unablässig in seine neueren Gebilde hereindrängen , so entsteht in beständiger Wiederholung des Früheren eine förmliche Manier . Gewisse Dinge kehren wie nach einem Recept wieder : Die Gruppirung der gegenwärtigen Vorgänge um irgend ein Skelett im Hause , ein weit zurückliegendes Verbrechen oder sonstig nachwirkendes Unheil , ein düsteres Element in ein paar Gestalten , welches einzelnen Vorgängen den Charakter des spukhaften und Gespenstigen giebt , ein paar trotzige Menschen , die ans den : festesten Kernholz des vergangenen Jahrhunderts und der abgelegensten Landstriche geschnitzt sind und wohl brechen , aber nie biegen können , und dazwischen dann die weicheren , liebenswürdigeren Naturen , die zuletzt ziemlich schablonenhaft erscheinen . Nochmals die Volksfeste .	b
Der Alte unterhält sich mit dem Sohn, mit dessen Freunden Czako und Rex, charakterisiert, schwadroniert, überrascht durch Sottisen und Merksprüche, prüft zum Verdruß aller Pathetiker und Besserwisser die Ereignisse der Welt stets an seinen Stechliner Erfahrungen, hält nichts von philosophischem Gardemaß. Je tiefer man in das Buch gerät, um so mehr glaubt man, einem Selbstgespräch zuzuhören, einem unendlichen, Figuren sammelnden, Figuren verlierenden Monolog, der sich immer wieder in Dialogen verzweigt, im Grunde Dialogen füreine Stimme. Stechlin fordert, eigensinnig und aufmerksam, seine Umgebung zum Reden heraus, und Fontane hört gleichsam zu, und wie der Erzähler Fontane sich zu seinen Figuren verhält, so verhält sich Stechlin zu seinen Verwandten und Bekannten: er treibt sie nie ins Heroische, erniedrigt sie nie um einer dummen Sensation willen, sondern verläßt sich auf ihre Mitgift. Was sie sind, dürfen sie in der Erzählung und im Gespräch sein. Die Lebenshaltung ist zur Schreibweise geworden.	b
Sie fanden in der Regel alle drei Jahre statt , der Superintendent , dem die Last vieler Schreibereien manchmal die gute Laune verdarb , nahm gern diese Visitationen ab , sie gaben zugleich dem Geistlichen eine kleine Gelegenheit , jene Gastfreundschaft zu zeigen , welche er unter seinem Dache zu jeder Zeit uneigennützig ausübte . Die Gemeinden sind verpflichtet , den Superintendenten mit anständigem Fuhrwerk abzuholen und zurückzufahren . War dieser in seinem Bezirke nicht beliebt , so mußte . der Wagen als erste Demonstration gegen den Visitator Zeugniß ablegen , eine alte Karrete , in welcher die Erzähler des vorigen Jahrhunderts das Wort Gottes vom Lande zur Stadt fahren lassen , rollte dann vor seine Thür und unter dem Lächeln der intelligenten Kleinstädter bestieg der hohe Kirchenbeamte den Wagen , in dessen Polstern bis vor wenigen Stunden die Mäuse ungestört ihre junge Brut gesäugt hatten . Die schlaff gewordene Feder des Wagens setzte van Fahrenden rücksichtslos den Stößen auf den schlechten Landwegen aus und mit einer nicht geförderten guten Laune hielt endlich daS Gespann auf dem Pfarrhofe an . Solche Neckereien durfte der Superintendent meines Bezirks nicht erwarten , der beste Wagen und die heißesten Pferde , welche der Sohn des Kirchenvorstehers lenkte , brachten den Visitator in seine Synode und nun begann das amtliche Geschäft .	b
Wo hat der dumme Teufel von Freischütz denn seine Augen gehabt ? Die Ueberlistnng ist doch gar zu plump . Die meisten andern Geschichten aber runden sich befriedigend ab , oder sie haben eine Art von epigrammatischem Schluß , um deswillen das Märchen gebaut und auf den es zugespitzt scheint , ohne daß man im Verlaufe der Geschichte selbst viel davon merkte ; die Erzählung bleibt spannend bis ans Ende , weil der Erzähler der Schlußwenduug sehr hübsch den Charakter des Beiläufigen und nachträglichen zu geben gewußt hat . So , wenn er im „ Wasser des Vergessens' , einem Märchen , das im Grunde den verständigen Gedanken ausführt , daß tüchtige Arbeit am besten über thörichten Liebesgram hinweghelfe , schließlich scheinbar ganz nebenbei die Entstehung des Vergißmeinnichts oder in den „ Teufeln ans der Himmelswiesc' die Entstehung der Sternblumen erklärt . Im folgenden theilen wir zwei von Baumbachs Märchen wörtlich mit , die manches von dem Gesagten näher illustriren werden , ein ernstes und ein lustiges . < > Die Buche .	b
Stern noch kürzlich in seinen „ Studien zur Litteratur der Gegenwart' ( S. 440 ) dahin charakterisirt : „ Das stoffliche Interesse , der durchgebildete Blick für die Äußerlichkeiten und Sitten früherer Tage schließen natürlich noch keine Vergeistigung und poetische Bedeutung in höherm Sinne ein . Aber sie verbieten dem Schriftsteller , der sich auf diesem Felde auszeichnen will , das leichtfertige Gesudel , die unechte Färbung , die völlige Nichtkenntnis der dargestellten Welt . Da in England die Bücher vergangner Zeit selbst noch gelesen werden , so stößt der Erzähler , der sich an Stoffe aus dem siebzehnten Jahrhundert wagt , auf die Sittenbilder der gleichen Zeit . Man läßt sich die Erinnerung gern in neuer Fassung gefallen , aber man hat die Erinnerung und stellt aus ihr heraus sehr bestimmende Forderungen an den modernen Romanschriftsteller , der kulturhistorische Bilder geben will . ' Schade nur , setzen wir hinzu , daß diese Forderungen so ganz äußerlich bleiben .	b
John Lemprière ist bald nur noch eine Maske, sein Antikenbuch eine Hülse der Erinnerung und die Cabbala, die Verschwörung der neun, ein Leichenkabinett lange vor Dr. Caligari. Norfolk will mit allem glänzen, was er hat: den antiken Mythen, den modernen Zitaten und Anspielungen, den historischen Fakten und dem schön gedrechselten Stil. Er möchte der große Erzähler und der große Chronist, der geniale Mythomane und der meisterhafte Allegoriker zugleich sein, am liebsten in jedem einzelnen Satz. Diese Kraftmeierei bringt „Lemprières Wörterbuch“ zum Platzen. Das große Finale, in dem Norfolk die vielen Stimmen und Geschichten zusammenführt, ist nur noch Gedröhn, Klamauk, Wasserflut und Feuersbrunst.	b
Viele muß es in Erstaunen setzen , den Herausgeber der „ Allgemeinen Deutschen Biographie , ' den als ausgezeichnete » Forscher und strengen Gelehrten bewährten Verfasser zahlreicher germanistischer und musikgeschichtlichcr Arbeiten mit der freiern Schriftstellerei so vertraut zu sehen . Die Kenner seiner Lebenserinnerungen , ' ) um deren Fortsetzung wir im Namen vieler bitten , werden nicht unter den Überraschten sein , noch weniger die , die dieser von Gott so reich gesegneten Ausuahmsnatur persönlich begegnet sind . Wir haben nnter unsern Erzählern von Profession keinen , der , sogar wenn das bekannte eotsriL piu-idus hier zu brauchen wäre , sich mit Rochus von Liliencron um Humor messen kann . Wie das liebenswürdig und geistvoll sprudelt , könnte man gleich mit der ersten Seite der Amwalder Geschichte belegen . Wir wollen aber dem Leser den Genuß nicht vorwegnehmen . <	b
Der germanische Sprachgcist faßt die Geschichte als die Summe und den Inbegriff alles dessen , was im Laufe der Zeiten wichtiges geschehen ist . Den Griechen war die Geschichte das Resultat des Erforschten und Erfahrenen ; ihnen folgten die Römer und die neuern Völker romanischer Zunge ; sie bezeichnen die Geschichte als llistori » . Dort erscheint somit die Geschichte als eine Zusammenstellung von Thatsachen als Objcltenwclt , hier tritt das Subjekt in den Vordergrund : Geschichte ist nach dieser Bezeichnung der Inhalt dessen , was der Forscher und Erzähler erfahren hat . Der Begriff einer objektiven und subjektiven Auffassung , ein dualistisches Prinzip , steht demnach schon an der Eingangspforte zum Tempel der Klio , wie zwei symbolische Figuren vor einem verschlossenen Heiligtum , gleich notwendigen Tragsänleu des Gebäudes . Schon in den Namen ist angedeutet , daß die Geschichte zu einem architektonischen und harmonischen Werke ein Zusammentragen und Jneiuauderfügcu vou Bausteinen bedürfe .	b
Lesen wir die Begründung richtig, wonach Böll der Nobelpreis zuerkannt wurde „für eine Dichtung, die durch ihren zeitgeschichtlichen Weitblick in Verbindung mit ihrer von sensiblem Einstellungsvermögen geprägten Darstellungskunst erneuernd im Bereich der deutschen Literatur gewirkt hat“, dann kann auch eine verspätete, aber darum nicht weniger berechtigte Ehrung derGruppe 47 (seligen Angedenkens) herausgelesen werden. Ich zitiere aus der ZEIT vom 24. Mai1951: „Nach der diesjährigen Tagung der ‚Gruppe 47’ wurde der junge niederrheinische Erzähler Heinrich Böll mit dem Preis ausgezeichnet... Ob dieser eigenwillige Autor auch zu einer größeren Form wird finden können, bleibt abzuwarten. “	b
Der ist goldrichtig so, in seiner Branche. Die will das nun mal so: so rund, zuckersüß, oben mit spritziger Sahne, innen mit schwereren, ernsteren Einlagen, sozusagen Zeit-Marzipan. Aus der Badestube eines durchaus routinierten Erzählers kommt da eine stattliche Schwarzwälder Edeltorte, wie man sie schätzt, nicht nur hierzulande. Konditorwaren kann man höchstens ihren Liebhabern mit einem lustvollen Zungenschnalzen weiterempfehlen. Wir versuchen das.	b
