text	label
Aus dem Lehrer war ein Journalist geworden ; nun gab er bald auch den Nedaktionsposten aus , war nur noch Dichter. In unerschöpflicher Frische ließ er Werk auf Werk folgen , umfassende Romane , knappere Novellen , eindringende ästhetische Studien , Verse , Theaterstücke . Und immer ging es vorwärts mit ihm . „ Den Meister des Zeitromans' , „ Deutschlands meisterlichsten Erzähler' und ähnlich nannte ihn die Kritik der sechziger und siebziger Jahre . Und sein Name war in aller Munde , sein Werk in aller Hände . Die achtziger Jahre brachten die „ neue Literaturrichtung' in Deutschland .	b
Alles in allem aber ist sein hartnäckiges Dringen auf reine , strenge , tief durchdachte Kunst , auch im Roman , gegenüber dem lässigen Erzählerton der herkömmlichen Liebesund Problemgeschichten wahrhaft wohlthuend . Man muß dieses Kapitel reiflich mitgedacht haben , wenn man sich über den strengen Maßstab , den Veremundus im folgenden Kapitel ( „ Unsre Autoren &quot; ) an die bestehende katholische Belletristik anlegt , nicht wundern will . Eigentlich weiß er nur zwei männliche Erzähler zu nennen ( Hansjaeob läßt er absichtlich weg ) : Anton Schott und Ad . Jos . Cüppers .	b
Merzenich in „ Der fremde Vogel' ( Verlag des Bibliographischen Instituts , Leipzig ) französischem Kokottentum in einem noch während der letzten Kriegszeit spielenden , aber trotzdem höchst lesenswerten Romane gegenübergestellt und damit eine künstlerische Spiegelung zweier so von Grund aus gegensätzlicher Volkscharaktere geschaffen , daß wohl mancher Leser darüber nachdenklich werden möchte , ob dies Buch nicht gerade zur rechten Zeit gekommen ist , verkehrten Anbiederungen zu begegnen , die , wohleingcsädelt , uns in unserem bewußten , allein auf Erstarkung bedachten Volkstum nur lähmen sollen . Wo dieses Volkstum wurzelt , wo die starken Quellen unserer Kraft sind , das will ein neuer und junger Mecklenburger Erzähler von starkem Können , Willy Harms , uns zeigen in seinem zweiten Buche „ Tage und Nächte des Hallerhofes' ( Grethlein u. Co. , Leipzig ) , einem unaussprechlich keuschen und herben , eigenwilligen und starkmütigen , echten deutschen Bauernroman aus Norddeutschland . Harms schickte ihm voriges Jahr den ersten ( ebenfalls in sich abgeschlossenen ) Band „ Das Magdtum Doree Brüsehavers' vorauf , auf welchen ich bei dieser Gelegenheit nochmals hinweisen möchte und muß , denn gerade jetzt haben es diese jungen , aufstrebenden Erzähler — Harms ist ein schwer mit sich ringender Dorflehrer — tausendmal schwerer als je , beachtet zu werden und . emporzukommen . Da ist dann noch ein Dorfschullehrer mit seinem Erstlings g. Neue deutsche Romane hunde , welchem der Staackmannverlag die Wege in die Welt bereiten hilft : Hans Sterneder mit seinem „ Bauernstudent' voll eigenen Erlebens . Er erzählt von seinem Roman , der zwei Fünftel Wahrheit und drei Fünftel Dichtung sei : „ Ich bin als der Sohn ärmster Kleinhäuslersleute in einem winzigen Dorfe zwischen Feldbreiten und Wäldern geboren , habe meinen Vater nicht gekannt , da er frühzeitig starb , bin im Dorfe durch eine harte , aber dennoch durch eine reiche und schöne Bubenzeit gesprungen , war Hütejunge und Knecht und bin dann aus innerem Drange auf die Schule gegangen .	b
Ein recht anmuthiges Gewächs der niederländischen Literatur , sür dessen Verpflanzung auf deutschen Boden man dem Uebersetzer schönen Dank sagen muß . Zwar sind es nur Skizzen , in denen uns der Verfasser ( nach dem Vorwort der jetzt in Holland viel gefeierte Pastor van Coetsfeld ) hier sein Leben , seine Bekanntschaften und Erfahrungen und sein Wirken in einem holländischen Marschdorfe zeichnet , aber es sind Zeugnisse einer sehr bedeutenden realistischen Kraft , bei der sich ein tiefer Blick in die letzten Beweggründe menschlichen Empfindens und Handelns mit einer höchst liebenswürdigen humoristischen Auffassung der Personen und Verhältnisse verbindet . Mit Recht sagt der Uebersetzer von der Begabung des Verfassers zum Schildern und Erzählen : „ Seine Feder gleicht dem Pinsel eines Meisters aus der niederländischen Malerschule , der ein Stück Stillleben mit größter Treue und frischester Lebendigkeit bis ins Kleinste darzustellen weiß . &quot; Mit besondrer Liebe sind behagliche Zustände und Charaktere behandelt , und was nicht behaglich ist , wird es durch die humoristische Auffassung , durch die der Erzähler sich mit ihm abfindet . Die Schilderungen der Dorfaristokratie , des braven Schulmeisters , des Rentiers Duifhuis , des guten alten Dorschirurgus und seines modernen Nachfolgers , die Porträts der benachbarten Amtsbruder u , a. sind großentheils wahre kleine Cabinetsstücke . Häufig uur mit wenigen Strichen gezeichnet , treten sie uns , Männlein wie Weiblein , als lebendige Menschen aus den Capiteln des Buchs vor die Augen .	b
Und durch diese Gegensätze , von denen jeder relative und keiner unbedingte Berechtigung hatte , mußte die innere und äußere Politik dotz der patriotischen Einsicht Einzelner vergiftet werden . Darnach erscheint die Julirevolution als eine nothwendige Krise , durch welche die große Majorität des Volkes sich von der herrschenden Minorität zu befreien suchte . Die Darstellung der Julirevolution selbst bietet zwar nichts Neues , aber grade hier verdient der Verfasser Dank für manches , was er im Gegensatz zu französischen Erzählern nicht berichtet hat Die Kopflosigkeit der liberalen parlamentarischen Opposition in dieser Krisis ist dagegen in gutes Licht gestellt , und mit Recht wird hervorgehoben , daß der auffallende Unwille der Straßen von Paris viel mehr als irgend eine Planvolle Leitung die Katastrophe herbeigeführt hat . Und wieder ist gut nachgewiesen , wie die Negierung Louis Philipps gegenüber den egoistischen Und maßlosen Parteimanövern des herrschenden Liberalismus und der launischen öffentlichen Meinung vereinsamte und zu derselben politischen Unreo lichkeit gedrängt wurde , welche die ministeriellen Gegner so häusig charakterisirte . Es ist eine Eigenthümlichkeit des Verfassers , daß er sein eignes Urtheil eher zurückhält als aufdrängt .	b
Die verbrannten Gebäude sind seit jener Zeit mehr als einmal wiederhergestellt worden , die weiten Wüsteneien sind wieder mit ackerbauenden Männern und weidenden Vieh besetzt , aber ein Verlust , welchen die Seele des deutschen Volkes damals erhalten , ist nicht wieder ersetzt worden . Allerdings ist es ungenau , dem politischen Unheil allein die volle Schuld des allmäligen Absterbens der Volkspoesie zuzuschreiben . Denn bei den Stammgenossen der Deutschen ist Aehnliches geschehen , und wenn die Kriege , welche seit der Schlacht am weißen Berge bis zum westphälischen Frieden in Deutschland tobten , einst einen feinen Erzähler finden , welcher beweist , daß alles so kommen mußte , und daß schließlich alles zum Heile war , so wird er nicht verfehlen , auch das nachzuweisen , daß die ganze bequeme Versgeläufigkeit der Deutschen seit dem Is . Jahrhundert mit schöner Kunst wenig zu thun hatte und in ihrer rohen und willkürlichen Behandlung des Verses und der Sprache absterben mußte , um eine neue , schönere und kunstvollere Poesie möglich zu machen . Aber eine solche kühle und naturwissenschaftliche Betrachtung des hohen lebenden Organismus , dem auch wir angehören , vermag nicht darüber zu trösten , daß die Verwüstung der Volksseele so schnell und so kläglich geworden ist .	b
Die selbstverständliche Treue der Landschaft , des Kostüms , der Sitten macht es nicht , es ist die Gabe des Erzählers , aus seinen eignen Menschenstudien , die von klein an gerade auf diese Bauern gerichtet sind , die dauernden , echten Äußerungen ihres eigensten Wesens zu gewinnen . Daher erzählt er wie einer , der das alles miterlebt hat , und versetzt uns ohne allen Schein eines besondern Aufwandes an Schilderungskunst in eine lebendige Welt , in der es uns bald ganz heimisch zu Mute wird , und in der wir einen Reichtum an Erscheinungen entdecken , der aufs höchste fesselt . Der Erzähler weiß es , daß bei den Naturmenschen die Poesie wohnt . Er meint , daß deshalb schon die alten Griechen den Sitz der Musen nicht in eine Stadt , in ein Fürstcnschloß , an eine Universität oder gar an eine höhere Töchterschule verlegte » , sondern in die einsame Heide . Die Hauptsache ist , daß er die Poesie dort zu schöpfen weiß .	b
Der Titel des Werkes ist : Longus vier Bücher des Hirtenlebens des Daphnis und der Chloe . Es ist möglich , daß diesem Romane irgend eine wahre Geschichte wenigstens in den Hauptzügen zu Grunde liegt . Der Erzähler beginnt nämlich mit einem Vorworte , wie er in Lesbos auf der Jagd in einem Nymphenhain ein berühmtes Gemälde gesehen und den Entschluß gefaßt habe , den dargestellten Gegenstand in einem Romane zu verarbeiten . Er theilt uns dann mit , daß ein Hirt auf Lesbos einst einen ausgesetzten Knaben , und ein anderer Hirt zwei Jahre später in einer Grotte ein Mädchen fand . Daphnis und Chloe , die Herden ihrer Pflegeeltern nebeneinander weidend , verbringen ihre Kinderjahre in den einfachen Freuden des Hirtenlebens .	b
Von allen Jüngern steht nach meinem Empfinden Georg Neicke Paul Heyse am nächsten . Zunächst im Stil . Reicke schreibt von allen jüngern Erzählern das beste Deutsch , und auch bei ihm wogt hinter der Ruhe des Ausdrucks die Lebhaftigkeit des Gefühls . Dann merkt man der umfassenden Bildung beider den Nährboden einer klassisch-philologischen , historischen Erziehung an . Und endlich haben beide ein eignes , inniges Verhältnis zur Malerei .	b
Gefährlich für Hofmann, weil der Vergleich mit dem Original plötzlich die Grenzen seines Talents sichtbar werden läßt. Bernhards Text bezieht seine Spannung aus den abrupten Abbrüchen, den Fragmenten, den Pausen. Hofmann hingegen, der seine Figuren so eindrucksvoll reden, aber auch ebenso eindrucksvoll schweigen lassen kann, schweigt als Erzähler nie: Wie unter einem manischen Zwang stehend spricht er alles aus. Auch so gesehen bewegen sich seine Bücher„immer auf Messers Schneide“. Von Hofmanns Prosa geht ein Sog aus, der am stärksten während des Lesens selbst ist.	b
