text	label
Auf geschichtlichem Gebiete gab M. von Babo eine in schlicht kindlicher Weise gehaltene Übersicht unserer deutschen Geschichte für Sechsbis Zehnjährige , wie sie allen Eltern willkommen sein wird , die mit mir bedauern , wie spät besonders unsere Söhne auf dem Gymnasium die ersten Einblicke in unsere heimische Geschichte tun dürfen . „ Junge Deutsche gilt es zu erziehen ! &quot; Das bilderreiche Werk , im Verlage von Neufeld u. Henius in Berlin , kostet 3 Mark . „ Preußens Geschichte &quot; , geschrieben von einem unserer besten Erzähler , fesselnd , anschaulich , die straffe Erzählung oft in schwunghafte Balladen auflösend , begeistert und begeisternd , ein hohes Lied preußischer Tatkraft und Mannestugend , hat unserer Jugend Rudolf Herzog im Verlag Quelle u. Meyer in Leipzig geschenkt , geschmückt mit Bildern von A. Kampf ( 3,40 Mark ) . Als treffliche Ergänzung dazu sei auf den „ Preußenatlas &quot; von Jda Muck hingewiesen , der in neuer , origineller Art , durch nach den Grenzen ausgeschnittene , einander aufliegende und sich mit den neuen Erwerbungen erweiternde Kartenbilder eine instruktive Darstellung von dem Wachstum Preußens gibt , denen geschichtliche Erläuterungen beigefügt sind ( in zweiter Auflage im Gca Verlag , Berlin V / . 35 , 3 Mary .	b
Sie hat es nicht not, etwas zu erklären; sie nennt keine Namen, keine Daten. Unwichtig ist das Vorher, das Nachher und alles Drumherum. Eine Geschichte – was ist sie denn anderes als ein wortgtwordener Augenblick... ja, fast möchte ich sagen: ein Augenblick der Liebe, wo der Erzähler seine ihm angemessene Ruhe und Würde, seine Distanz und seine Sachlichkeit opfert; wo er, urplötzlich mit einem aus dem Weltmosaik ihm ins Auge gefallenen Steinchen Leben innigst konfrontiert, jede Fassung verliert und unvermittelt, aus einem durch Wortfülle gesprengten Munde, draufloserzählt, als wäre er längst schon mitten drin im Erzählen (weil der wirkliche Erzähler immer, ohne Unterlaß, erzählt, auch wenn er selber es gar nicht merkt). Und nun erzählt er eben nicht, was seinem Gegenstande widerfährt, sondern er erzählt nichts aideres als die Konfrontation. Trotzdem möchte ich mich hüten, die Geschichte als Gedicht in Prosa zu bezeichnen, trotz der Verwandtschaft im Hinblick auf den getilgten Gegenstand und den sachlich nicht mehr ganz faßbaren Inhalt.	b
Was also in der ersten Geschichte poetisch gelingt, genügt dem Erzähler im zweiten Text nicht mehr. An einer einzigen Stelle des zweiten Textes entsteht plötzlich, quasi wider Willen des Erzählers, eine poetische, vollendete Szene, und sofort bricht der Erzähler ab, legt sich hin und schläft, statt weiterzuschreiben. Dies ist eine der unvergeßlichen „Stellen“ der modernen Literatur.	b
Wir können es nur ahnen. Nur hinter seiner Geschwätzigkeit klingt leise die Melodie des Schluchzens durch. Kelling ist kein auftrumpfender, eher ein sanfter Erzähler, der subtilste Beobachtungen präzise beschreiben kann. Jahreswechsel, der neue Roman, findet nun aber (leider?) seine konsequente Fortsetzung inJahreswechsel steht, so gesehen, am Anfang einer Krise, die sich in Beckersons Buch zu einem ebenso faszinierenden wie entsetzlichen Schreckensszenario auswächst.	b
nan Im April 1943 wird der ungarische Erzähler, Dramatiker und Journalist Sándor Márai 43 Jahre alt. Seit gut zehn Jahren ist er der populärste Schriftsteller seines Landes, alle seine Romane werden Bestseller, und um ihn als Mitarbeiter zu halten, zahlt ihm die ZeitungPesti Hírlap für sein sonntägliches Feuilleton den dreifachen Monatslohn eines Arbeiters.	b
Und doch versteht es der Dichter , am rechten Ort ernst , tiefernst zu sein . Das soziale Ringen der Gegenwart rührt auch an seine Seele , und dann strömen männlich-stolze Lieder von seinen Lippen . Der Böhmerwäldler Gangl dagegen ist ausschließlich Erzähler . Wie Thomas Mann in seinen „ Buddenbrocks &quot; den Verfall eines reichen norddeutschen Handels * ) Über Hofmannsthal vgl. den Aufsatz „ Neuwiener Schicksalsund Stimmungs Die Schriftltg , dichtung &quot; in Heft 43 dieses Jahrgangs der Grenzboten . Das literarische Leben der Deutschen in und aus Böhmen Hauses schildert , so zeigt uns Gangls „ Letzter Baum & quot ;( 1908 bei I. Habbel in Regensburg ) den Niedergang einer altansässigen Familie im Böhmerwald .	b
> Reisebilder von Joseph Viktor von Scheffel . Mit einem Vorwort von Johannes Prölß , Stuttgart , Adolf Bonz und Comp . , 1887 . Dieses nachgelassene Buch des im vorigen Frühjahre dahingcschieduen Sängers des „ Gaudeamus' und Erzählers des „ Ekkehard' enthält ( mit Ausnahme des letzten Stückes , der „ Skizzen ans dem Elsaß' ) Aufsätze aus der besten Zeit seines Schaffens , den fünfziger Jahren . Bekanntlich hat auch er — und er erinnert insofern an Uhland — nur eine verhältnismäßig kurze Produktionszeit gehabt . Ju der ersten Vollkraft seiner Jahre , gerade damals , als er sich mit der Malerkunst plagte und sich nur allmählich als in Wahrheit zum Dichter berufen selbst erkannte , schrieb Scheffel jene Dichtungen , die ihn nachher zum Liebling der deutscheu Jugend machten : die „ Lieder aus dem Engern und Weiter « , ' das „ Gaudenmns , ' den „ Trompeter von SäMngen' und den großen historischen Roman .	b
Das Gegenstück dazu , „ Der Koffer , &quot; berichtet , wie drohende Mißverständnisse beizeiten erkannt und geklärt werden , gleichfalls beim Weihnachtsfest , aber dem ersten einer jungen Ehe . Der handelnde Teil ist diesesmal die Frau , und die BeHandlungsweise leicht komisch , weil ja das Unheil noch glücklich hat abgewandt werden können . Oeser ist ein vollkommner und dabei ganz natürlicher Erzähler , seine Sachen machen den Eindruck wie erlebt , und die Worte scheinen ihm zwanglos gefolgt zu sein . Je näher er sich seiner Heimat hält , desto glücklicher ist er , sowohl selbst als nach dein Eindruck , den er auf seine Leser macht : diese Loknltönung wirkt wie ein Abendländer draußen an einem stillen Ende nach dem Geräusch des Tages . Oeser gehört selbst zu den „ stillen Leuten , &quot; er ist kein Treiber und Schieber des vierten Standes , und das ist gut , denn es giebt ja unter den litterarischen Vertretern dieses subjektiven Christentums schon streitbare Männer genug .	b
Die Träumernatur des Dichters verleitet zur Freude am Kribbeln und Wibbeln im Erdenleben . Da werden die Schicksale herausgegriffen : der Dichter sieht das Glück , das in ihnen steckt . Liest man viel Victor Blüthgen , so kommt man langsam in eine heitere , frohe Stimmung ; die Kunst dieses Erzählers trägt Zuversicht , Lebensmut in den Alltag . Bei dieser Anlage gelang es ihm stets gut , Weihnachten gerecht zu werden : das „ Weihnachtsbuch' ( 1899/1900 ) weisz davon zu erzählen . Seelische Freudigkeit will er geben .	b
Sie reden über Kultur- und Kolonialgeschichte und über die Zeitekstase im Augenblick des Barrikadenkampfes. Und wenn ihm die Worte ausgehen, meldet sich der Erzähler in der ersten Person und diskutiert, weit klüger als wir es gewohnt sind, über die Ethik des Schreibens. John Berger hat in den~Stadtlandschaften seines „G eine der extensivsten aller Romantotalitäten konstruiert.	b
